lineup,team,opponent,month,dayofmonth,minutes,points
M. Dunleavy | K. Hinrich | N. Mirotic | N. Mohammed | E. Moore,CHI,PHI,3,11,3.4,0.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | D. McDermott,CHI,IND,11,15,1.4,0.0
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | J. Noah,CHI,DET,2,20,0.0,
C. Bairstow | J. Butler | M. Dunleavy | K. Hinrich | N. Mohammed,CHI,DEN,11,25,0.0,
A. Brooks | J. Butler | K. Hinrich | D. McDermott | J. Noah,CHI,LAC,11,17,0.0,
A. Brooks | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,NOP,12,27,0.0,
A. Brooks | J. Butler | M. Dunleavy | N. Mirotic | J. Noah,CHI,MIL,4,1,0.0,
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,PHO,1,30,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,DEN,1,1,0.0,
M. Dunleavy | P. Gasol | T. Gibson | D. Rose | T. Snell,CHI,BRK,4,13,0.3,0.0
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | J. Noah,CHI,MIN,11,1,0.0,
A. Brooks | J. Butler | N. Mirotic | J. Noah | T. Snell,CHI,NYK,12,18,2.4,0.0
P. Gasol | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,CHO,2,25,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,HOU,1,5,1.4,0.0
J. Butler | P. Gasol | K. Hinrich | J. Noah | D. Rose,CHI,HOU,2,4,18.2,0.0
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | T. Snell,CHI,GSW,12,6,0.0,
A. Brooks | M. Dunleavy | P. Gasol | J. Noah | T. Snell,CHI,MIA,4,9,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | J. Noah,CHI,PHI,4,11,0.0,
J. Butler | K. Hinrich | N. Mirotic | J. Noah | D. Rose,CHI,WAS,1,14,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,ATL,12,15,5.2,0.0
J. Butler | P. Gasol | K. Hinrich | N. Mirotic | D. Rose,CHI,ATL,1,17,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | K. Hinrich,CHI,PHI,11,7,0.0,
P. Gasol | T. Gibson | K. Hinrich | D. McDermott | T. Snell,CHI,IND,11,15,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | T. Snell,CHI,TOR,3,25,0.0,
A. Brooks | J. Butler | P. Gasol | K. Hinrich | J. Noah,CHI,WAS,1,9,0.0,
C. Bairstow | D. McDermott | N. Mirotic | E. Moore | T. Snell,CHI,POR,11,21,2.0,0.0
K. Hinrich | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,SAS,3,8,1.7,0.0
T. Gibson | K. Hinrich | N. Mirotic | J. Noah | D. Rose,CHI,PHI,4,11,0.0,
J. Butler | M. Dunleavy | P. Gasol | D. Rose | T. Snell,CHI,DET,2,20,0.0,
A. Brooks | J. Butler | T. Gibson | N. Mirotic | D. Rose,CHI,WAS,1,14,2.1,0.0
C. Bairstow | T. Gibson | D. McDermott | N. Mohammed | T. Snell,CHI,TOR,3,20,0.0,
A. Brooks | J. Butler | T. Gibson | N. Mirotic | J. Noah,CHI,WAS,12,23,0.0,
A. Brooks | P. Gasol | N. Mirotic | D. Rose | T. Snell,CHI,SAS,1,22,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,DET,11,10,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,CHO,3,23,0.0,
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | T. Snell,CHI,GSW,1,27,1.3,0.0
P. Gasol | K. Hinrich | N. Mirotic | E. Moore | T. Snell,CHI,CLE,1,19,0.0,
T. Gibson | D. McDermott | N. Mirotic | J. Noah | T. Snell,CHI,CLE,10,31,0.0,
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,CHO,12,3,0.0,
A. Brooks | T. Gibson | E. Moore | J. Noah | D. Rose,CHI,ORL,2,8,0.0,
J. Butler | M. Dunleavy | T. Gibson | N. Mirotic | E. Moore,CHI,LAC,11,17,0.1,0.0
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,BRK,12,10,0.0,
A. Brooks | P. Gasol | N. Mirotic | J. Noah | T. Snell,CHI,LAC,3,1,1.8,0.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | D. Rose,CHI,MIA,1,25,5.0,0.0
A. Brooks | J. Butler | M. Dunleavy | J. Noah | T. Snell,CHI,SAC,11,20,0.4,0.0
A. Brooks | J. Butler | M. Dunleavy | D. McDermott | N. Mirotic,CHI,DEN,11,25,0.0,
A. Brooks | T. Gibson | K. Hinrich | J. Noah | T. Snell,CHI,BOS,1,3,1.2,0.0
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | N. Mohammed,CHI,PHI,3,11,0.0,
K. Hinrich | N. Mirotic | E. Moore | D. Rose | T. Snell,CHI,BRK,12,10,0.0,
J. Butler | T. Gibson | K. Hinrich | D. Rose | T. Snell,CHI,MIA,12,14,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | T. Snell,CHI,PHO,2,21,0.1,0.0
J. Butler | P. Gasol | T. Gibson | E. Moore | D. Rose,CHI,BOS,1,16,0.0,
A. Brooks | M. Dunleavy | K. Hinrich | N. Mirotic | J. Noah,CHI,MEM,12,19,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,LAL,1,29,1.4,0.0
P. Gasol | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,GSW,1,27,0.3,0.0
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | T. Snell,CHI,ORL,4,8,0.0,
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | E. Moore,CHI,UTA,1,7,0.0,
A. Brooks | M. Dunleavy | K. Hinrich | N. Mirotic | N. Mohammed,CHI,PHI,3,11,0.0,
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,TOR,11,13,1.9,0.0
A. Brooks | T. Gibson | N. Mirotic | J. Noah | T. Snell,CHI,MIA,4,9,0.0,
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,ATL,12,15,0.0,
M. Dunleavy | P. Gasol | K. Hinrich | J. Noah | T. Snell,CHI,BOS,11,8,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | T. Snell,CHI,IND,11,15,0.0,
J. Butler | N. Mirotic | E. Moore | J. Noah | D. Rose,CHI,NOP,12,27,0.7,0.0
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,CHO,3,13,0.0,
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,DET,2,20,2.2,0.0
M. Dunleavy | P. Gasol | K. Hinrich | N. Mohammed | T. Snell,CHI,IND,3,18,0.0,
J. Butler | T. Gibson | D. McDermott | J. Noah | D. Rose,CHI,DET,11,10,0.0,
A. Brooks | J. Butler | P. Gasol | K. Hinrich | J. Noah,CHI,DEN,1,1,0.0,
A. Brooks | J. Butler | D. McDermott | N. Mirotic | J. Noah,CHI,BOS,11,28,0.0,
J. Butler | T. Gibson | E. Moore | J. Noah | D. Rose,CHI,HOU,2,4,0.0,
A. Brooks | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,MIL,2,23,0.0,
A. Brooks | M. Dunleavy | P. Gasol | T. Gibson | T. Snell,CHI,TOR,3,20,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | E. Moore,CHI,WAS,12,23,1.6,0.0
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | J. Noah,CHI,MEM,12,19,1.5,0.0
C. Bairstow | A. Brooks | J. Butler | P. Gasol | D. Rose,CHI,LAL,12,25,0.0,
A. Brooks | T. Gibson | N. Mirotic | E. Moore | J. Noah,CHI,BOS,1,3,1.8,0.0
A. Brooks | J. Butler | P. Gasol | K. Hinrich | T. Snell,CHI,ORL,4,8,0.0,
J. Butler | T. Gibson | K. Hinrich | J. Noah | D. Rose,CHI,UTA,1,7,0.0,
J. Butler | T. Gibson | K. Hinrich | J. Noah | T. Snell,CHI,IND,11,15,0.0,
J. Butler | T. Gibson | N. Mirotic | D. Rose | T. Snell,CHI,PHI,4,11,0.0,
A. Brooks | D. McDermott | N. Mirotic | J. Noah | T. Snell,CHI,IND,3,18,0.0,
A. Brooks | J. Butler | T. Gibson | K. Hinrich | T. Snell,CHI,MIA,12,14,0.0,
A. Brooks | J. Butler | K. Hinrich | N. Mirotic | T. Snell,CHI,LAC,3,1,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,ORL,1,12,0.0,
A. Brooks | M. Dunleavy | N. Mirotic | E. Moore | J. Noah,CHI,OKC,3,5,0.0,
C. Bairstow | A. Brooks | K. Hinrich | N. Mirotic | E. Moore,CHI,UTA,1,7,0.0,
M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,PHI,3,11,0.5,0.0
A. Brooks | J. Butler | M. Dunleavy | T. Gibson | J. Noah,CHI,TOR,11,13,0.2,0.0
A. Brooks | M. Dunleavy | T. Gibson | K. Hinrich | T. Snell,CHI,MIA,4,9,0.1,0.0
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | J. Noah,CHI,UTA,11,24,0.0,
C. Bairstow | D. McDermott | N. Mohammed | E. Moore | T. Snell,CHI,BRK,4,13,1.7,0.0
J. Butler | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,NYK,12,18,0.0,
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,CHO,2,25,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,HOU,1,5,3.4,0.0
A. Brooks | J. Butler | P. Gasol | J. Noah | D. Rose,CHI,TOR,12,22,3.2,0.0
A. Brooks | D. McDermott | N. Mirotic | J. Noah | T. Snell,CHI,SAS,3,8,0.0,
A. Brooks | P. Gasol | N. Mirotic | D. Rose | T. Snell,CHI,BRK,11,30,0.7,0.0
J. Butler | M. Dunleavy | K. Hinrich | N. Mirotic | J. Noah,CHI,DAL,12,2,0.4,0.0
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,ATL,12,15,1.1,0.0
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,ATL,1,17,6.0,0.0
T. Gibson | D. McDermott | N. Mirotic | J. Noah | T. Snell,CHI,IND,11,15,0.0,
A. Brooks | J. Butler | P. Gasol | T. Gibson | E. Moore,CHI,MIL,1,10,0.0,
A. Brooks | N. Mirotic | J. Noah | D. Rose | T. Snell,CHI,NOP,12,27,0.0,
A. Brooks | J. Butler | T. Gibson | K. Hinrich | J. Noah,CHI,LAL,1,29,2.9,0.0
A. Brooks | M. Dunleavy | T. Gibson | K. Hinrich | N. Mirotic,CHI,LAC,11,17,0.0,
A. Brooks | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,PHI,4,11,0.0,
T. Gibson | K. Hinrich | N. Mirotic | D. Rose | T. Snell,CHI,WAS,1,14,0.0,
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,MIL,2,23,0.4,0.0
J. Butler | P. Gasol | T. Gibson | D. McDermott | T. Snell,CHI,ORL,11,4,0.0,
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | E. Moore,CHI,TOR,3,20,0.9,0.0
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,MEM,12,19,0.0,
P. Gasol | T. Gibson | K. Hinrich | J. Noah | D. Rose,CHI,GSW,1,27,0.1,0.0
A. Brooks | D. McDermott | N. Mohammed | J. Noah | T. Snell,CHI,SAC,11,20,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | T. Snell,CHI,MIL,4,1,0.0,
J. Butler | K. Hinrich | N. Mirotic | J. Noah | D. Rose,CHI,BOS,11,28,3.1,0.0
J. Butler | M. Dunleavy | P. Gasol | K. Hinrich | D. Rose,CHI,CHO,12,3,0.0,
A. Brooks | D. McDermott | N. Mirotic | E. Moore | J. Noah,CHI,CHO,3,13,0.4,0.0
A. Brooks | J. Butler | T. Gibson | J. Noah | T. Snell,CHI,CHO,2,25,0.3,0.0
A. Brooks | J. Butler | T. Gibson | K. Hinrich | N. Mirotic,CHI,CHO,3,23,0.5,0.0
C. Bairstow | A. Brooks | P. Gasol | E. Moore | D. Rose,CHI,WAS,1,9,0.0,
A. Brooks | N. Mirotic | J. Noah | D. Rose | T. Snell,CHI,LAL,12,25,0.0,
A. Brooks | J. Butler | K. Hinrich | N. Mirotic | D. Rose,CHI,MIA,1,25,0.0,
A. Brooks | J. Butler | M. Dunleavy | T. Gibson | K. Hinrich,CHI,SAC,11,20,0.0,
J. Butler | M. Dunleavy | K. Hinrich | N. Mirotic | N. Mohammed,CHI,DEN,11,25,0.7,0.0
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | E. Moore,CHI,SAS,3,8,4.0,0.0
J. Butler | M. Dunleavy | T. Gibson | N. Mirotic | D. Rose,CHI,MIL,11,5,0.3,0.0
A. Brooks | P. Gasol | N. Mirotic | E. Moore | T. Snell,CHI,PHI,3,11,5.2,0.0
A. Brooks | J. Butler | N. Mirotic | J. Noah | T. Snell,CHI,POR,11,21,3.0,0.0
A. Brooks | J. Butler | K. Hinrich | N. Mirotic | J. Noah,CHI,DEN,1,1,0.0,
A. Brooks | J. Butler | T. Gibson | N. Mirotic | D. Rose,CHI,UTA,1,7,0.0,
A. Brooks | M. Dunleavy | K. Hinrich | N. Mirotic | E. Moore,CHI,OKC,3,15,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | N. Mirotic,CHI,UTA,11,24,7.4,0.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | D. Rose,CHI,WAS,1,14,2.0,0.0
A. Brooks | M. Dunleavy | N. Mirotic | J. Noah | T. Snell,CHI,MIN,11,1,0.0,
J. Butler | M. Dunleavy | T. Gibson | N. Mirotic | D. Rose,CHI,ATL,12,15,1.6,0.0
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | D. Rose,CHI,DAL,1,23,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | T. Gibson,CHI,TOR,3,25,3.9,0.0
J. Butler | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,NOP,12,27,1.7,0.0
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | J. Noah,CHI,PHI,11,7,0.0,
C. Bairstow | T. Gibson | D. McDermott | N. Mirotic | N. Mohammed,CHI,SAC,2,10,0.0,
J. Butler | P. Gasol | T. Gibson | K. Hinrich | T. Snell,CHI,DET,2,20,1.0,0.0
M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,NYK,10,29,0.0,
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | T. Snell,CHI,IND,3,18,0.0,
A. Brooks | M. Dunleavy | T. Gibson | J. Noah | D. Rose,CHI,CLE,2,12,1.8,0.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | D. Rose,CHI,ATL,1,17,0.4,0.0
T. Gibson | K. Hinrich | N. Mirotic | E. Moore | T. Snell,CHI,DET,3,21,0.1,0.0
J. Butler | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,MIN,2,27,0.0,
A. Brooks | J. Butler | T. Gibson | J. Noah | D. Rose,CHI,DAL,1,23,0.8,0.0
A. Brooks | D. McDermott | N. Mirotic | J. Noah | T. Snell,CHI,WAS,3,3,0.0,
P. Gasol | D. McDermott | J. Noah | D. Rose | T. Snell,CHI,CLE,10,31,0.0,
J. Butler | P. Gasol | K. Hinrich | N. Mirotic | D. Rose,CHI,BOS,11,28,0.9,0.0
J. Butler | P. Gasol | T. Gibson | N. Mirotic | D. Rose,CHI,HOU,2,4,0.0,
C. Bairstow | A. Brooks | K. Hinrich | N. Mirotic | T. Snell,CHI,SAS,1,22,0.0,
A. Brooks | J. Butler | T. Gibson | D. McDermott | J. Noah,CHI,DET,11,10,0.0,
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | N. Mirotic,CHI,CHO,3,23,0.4,0.0
J. Butler | T. Gibson | N. Mirotic | D. Rose | T. Snell,CHI,CLE,1,19,1.5,0.0
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | J. Noah,CHI,PHI,11,7,0.1,0.0
A. Brooks | P. Gasol | D. McDermott | N. Mohammed | T. Snell,CHI,PHI,3,11,0.0,
J. Butler | P. Gasol | K. Hinrich | J. Noah | T. Snell,CHI,IND,11,15,3.3,0.0
C. Bairstow | N. Mirotic | E. Moore | D. Rose | T. Snell,CHI,BRK,12,10,0.0,
A. Brooks | M. Dunleavy | N. Mirotic | J. Noah | T. Snell,CHI,PHI,4,11,5.3,0.0
P. Gasol | T. Gibson | K. Hinrich | D. Rose | T. Snell,CHI,DET,2,20,0.0,
A. Brooks | J. Butler | T. Gibson | N. Mirotic | D. Rose,CHI,IND,12,29,0.3,0.0
A. Brooks | M. Dunleavy | P. Gasol | J. Noah | T. Snell,CHI,IND,3,18,11.7,0.0
K. Hinrich | D. McDermott | N. Mirotic | J. Noah | T. Snell,CHI,OKC,3,5,3.3,-14.5454545455
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | N. Mirotic,CHI,BOS,1,3,1.7,-28.2352941176
P. Gasol | K. Hinrich | N. Mirotic | E. Moore | T. Snell,CHI,SAS,3,8,1.0,-48.0
A. Brooks | M. Dunleavy | T. Gibson | K. Hinrich | J. Noah,CHI,TOR,11,13,3.1,-15.4838709677
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | E. Moore,CHI,MEM,3,9,3.6,-13.3333333333
P. Gasol | T. Gibson | N. Mirotic | D. Rose | T. Snell,CHI,SAC,2,10,0.9,-53.3333333333
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,ATL,12,15,1.7,-28.2352941176
A. Brooks | J. Butler | P. Gasol | N. Mirotic | T. Snell,CHI,CLE,1,19,1.4,-34.2857142857
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,IND,12,29,2.4,-20.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,WAS,1,14,0.0,-inf
M. Dunleavy | T. Gibson | K. Hinrich | J. Noah | D. Rose,CHI,NYK,10,29,3.0,-16.0
C. Bairstow | A. Brooks | N. Mirotic | N. Mohammed | T. Snell,CHI,MIA,12,14,0.2,-240.0
J. Butler | K. Hinrich | N. Mirotic | E. Moore | J. Noah,CHI,MEM,12,19,0.3,-160.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | E. Moore,CHI,LAL,12,25,2.3,-20.8695652174
M. Dunleavy | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,WAS,3,3,0.1,-480.0
J. Butler | T. Gibson | E. Moore | J. Noah | T. Snell,CHI,DET,4,3,0.4,-120.0
A. Brooks | J. Butler | M. Dunleavy | P. Gasol | T. Gibson,CHI,IND,11,15,6.0,-8.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | N. Mirotic,CHI,NOP,12,27,2.1,-22.8571428571
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | T. Snell,CHI,OKC,3,5,2.2,-21.8181818182
A. Brooks | J. Butler | P. Gasol | T. Gibson | N. Mirotic,CHI,ORL,4,8,8.3,-5.78313253012
J. Butler | P. Gasol | J. Noah | D. Rose | T. Snell,CHI,PHO,2,21,2.1,-22.8571428571
J. Butler | P. Gasol | K. Hinrich | N. Mirotic | D. Rose,CHI,CLE,1,19,2.8,-17.1428571429
J. Butler | P. Gasol | T. Gibson | K. Hinrich | T. Snell,CHI,MIL,1,10,2.6,-18.4615384615
J. Butler | P. Gasol | J. Noah | D. Rose | T. Snell,CHI,WAS,1,14,11.3,-4.24778761062
A. Brooks | T. Gibson | K. Hinrich | E. Moore | J. Noah,CHI,DAL,1,23,2.1,-22.8571428571
A. Brooks | M. Dunleavy | T. Gibson | D. McDermott | N. Mirotic,CHI,SAC,11,20,3.3,-14.5454545455
C. Bairstow | A. Brooks | D. McDermott | N. Mirotic | T. Snell,CHI,NYK,10,29,0.5,-96.0
A. Brooks | J. Butler | K. Hinrich | J. Noah | T. Snell,CHI,MIN,2,27,1.4,-34.2857142857
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,SAS,1,22,2.1,-22.8571428571
J. Butler | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,LAL,12,25,2.4,-20.0
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,BOS,1,3,0.7,-68.5714285714
M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,OKC,3,15,0.8,-60.0
A. Brooks | J. Butler | M. Dunleavy | N. Mirotic | J. Noah,CHI,NYK,12,18,2.4,-20.0
A. Brooks | J. Butler | D. McDermott | N. Mirotic | J. Noah,CHI,MIN,11,1,2.9,-16.5517241379
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | E. Moore,CHI,CHO,3,13,0.3,-160.0
J. Butler | P. Gasol | K. Hinrich | J. Noah | D. Rose,CHI,WAS,1,14,2.1,-22.8571428571
M. Dunleavy | P. Gasol | T. Gibson | D. Rose | T. Snell,CHI,CLE,2,12,4.7,-10.2127659574
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,BRK,12,10,1.7,-28.2352941176
J. Butler | P. Gasol | N. Mirotic | E. Moore | T. Snell,CHI,NYK,12,18,0.5,-96.0
A. Brooks | J. Butler | P. Gasol | K. Hinrich | N. Mirotic,CHI,SAS,1,22,3.0,-16.0
J. Butler | P. Gasol | T. Gibson | E. Moore | T. Snell,CHI,PHI,4,11,0.2,-240.0
J. Butler | K. Hinrich | D. McDermott | N. Mirotic | N. Mohammed,CHI,DEN,11,25,1.9,-25.2631578947
A. Brooks | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,BRK,11,30,1.4,-34.2857142857
J. Butler | P. Gasol | T. Gibson | D. Rose | T. Snell,CHI,DAL,1,23,7.4,-6.48648648649
A. Brooks | M. Dunleavy | P. Gasol | N. Mirotic | T. Snell,CHI,CHO,3,13,8.9,-5.39325842697
A. Brooks | P. Gasol | T. Gibson | K. Hinrich | N. Mirotic,CHI,PHI,4,11,1.1,-43.6363636364
J. Butler | P. Gasol | K. Hinrich | D. Rose | T. Snell,CHI,DAL,12,2,3.0,-16.0
A. Brooks | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,SAS,3,8,0.7,-68.5714285714
J. Butler | P. Gasol | N. Mirotic | D. Rose | T. Snell,CHI,ATL,4,15,1.5,-32.0
T. Gibson | N. Mirotic | E. Moore | D. Rose | T. Snell,CHI,WAS,12,23,0.0,-inf
A. Brooks | J. Butler | K. Hinrich | N. Mirotic | J. Noah,CHI,MEM,12,19,3.3,-14.5454545455
J. Butler | M. Dunleavy | P. Gasol | T. Gibson | K. Hinrich,CHI,BOS,11,8,0.2,-240.0
A. Brooks | P. Gasol | T. Gibson | D. Rose | T. Snell,CHI,MIA,1,25,1.8,-26.6666666667
A. Brooks | J. Butler | P. Gasol | T. Gibson | K. Hinrich,CHI,BRK,12,10,1.8,-26.6666666667
A. Brooks | P. Gasol | J. Noah | D. Rose | T. Snell,CHI,ORL,1,12,0.3,-160.0
J. Butler | P. Gasol | K. Hinrich | J. Noah | D. Rose,CHI,DAL,12,2,0.0,-inf
A. Brooks | N. Mirotic | N. Mohammed | E. Moore | T. Snell,CHI,POR,11,21,0.4,-120.0
J. Butler | N. Mirotic | J. Noah | D. Rose | T. Snell,CHI,PHI,4,11,2.0,-24.0
J. Butler | T. Gibson | K. Hinrich | N. Mirotic | D. Rose,CHI,MIL,11,5,0.6,-80.0
M. Dunleavy | K. Hinrich | D. McDermott | N. Mirotic | J. Noah,CHI,WAS,3,3,0.1,-480.0
A. Brooks | T. Gibson | D. McDermott | N. Mirotic | T. Snell,CHI,ORL,11,4,1.4,-34.2857142857
T. Gibson | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,NYK,3,28,3.3,-14.5454545455
J. Butler | T. Gibson | N. Mirotic | E. Moore | D. Rose,CHI,BRK,12,30,0.4,-120.0
A. Brooks | J. Butler | P. Gasol | T. Gibson | E. Moore,CHI,ORL,2,8,3.1,-15.4838709677
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,ORL,1,12,0.2,-240.0
J. Butler | M. Dunleavy | P. Gasol | N. Mirotic | D. Rose,CHI,BRK,11,30,1.1,-43.6363636364
A. Brooks | J. Butler | T. Gibson | N. Mirotic | J. Noah,CHI,ORL,4,8,1.6,-30.0
A. Brooks | T. Gibson | J. Noah | D. Rose | T. Snell,CHI,NOP,2,7,3.8,-12.6315789474
A. Brooks | T. Gibson | K. Hinrich | D. McDermott | J. Noah,CHI,BOS,11,8,3.0,-16.0
A. Brooks | K. Hinrich | N. Mirotic | J. Noah | T. Snell,CHI,DET,3,21,3.8,-12.6315789474
K. Hinrich | D. McDermott | N. Mirotic | E. Moore | J. Noah,CHI,CHO,3,13,0.3,-160.0
J. Butler | M. Dunleavy | P. Gasol | J. Noah | D. Rose,CHI,DAL,12,2,28.4,-1.69014084507
C. Bairstow | D. McDermott | N. Mirotic | E. Moore | T. Snell,CHI,IND,3,18,0.5,-96.0
K. Hinrich | N. Mirotic | E. Moore | J. Noah | T. Snell,CHI,OKC,3,5,1.3,-36.9230769231
A. Brooks | T. Gibson | K. Hinrich | D. McDermott | N. Mirotic,CHI,MIL,11,5,3.6,-13.3333333333
M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic | T. Snell,CHI,SAS,3,8,2.8,-17.1428571429
A. Brooks | D. McDermott | N. Mirotic | N. Mohammed | T. Snell,CHI,BRK,11,30,1.5,-32.0
M. Dunleavy | T. Gibson | J. Noah | D. Rose | T. Snell,CHI,SAC,2,10,0.5,-96.0
T. Gibson | K. Hinrich | N. Mirotic | E. Moore | J. Noah,CHI,TOR,3,20,1.3,-36.9230769231
A. Brooks | M. Dunleavy | P. Gasol | K. Hinrich | N. Mirotic,CHI,BRK,12,10,0.5,-96.0
A. Brooks | M. Dunleavy | N. Mirotic | J. Noah | T. Snell,CHI,TOR,3,25,0.3,-160.0
A. Brooks | M. Dunleavy | P. Gasol | T. Gibson | D. Rose,CHI,ATL,12,15,1.0,-48.0
A. Brooks | T. Gibson | K. Hinrich | J. Noah | D. Rose,CHI,DAL,1,23,3.2,-15.0
A. Brooks | J. Butler | T. Gibson | D. McDermott | N. Mirotic,CHI,PHI,11,7,3.2,-15.0
A. Brooks | T. Gibson | K. Hinrich | D. McDermott | N. Mirotic,CHI,DET,11,10,5.2,-9.23076923077
A. Brooks | J. Butler | T. Gibson | N. Mirotic | E. Moore,CHI,WAS,1,9,5.3,-9.05660377358
A. Brooks | T. Gibson | K. Hinrich | N. Mirotic | T. Snell,CHI,MIA,1,25,0.9,-53.3333333333
J. Butler | T. Gibson | K. Hinrich | D. Rose | T. Snell,CHI,MIL,11,5,0.4,-120.0
A. Brooks | J. Butler | P. Gasol | K. Hinrich | J. Noah,CHI,LAL,1,29,0.7,-68.5714285714
A. Brooks | J. Butler | T. Gibson | N. Mirotic | T. Snell,CHI,POR,11,21,2.6,-18.4615384615
A. Brooks | J. Butler | P. Gasol | N. Mirotic | T. Snell,CHI,ORL,11,4,0.5,-96.0
